0 6078136
1 5456577
2 4354765
3 3403702
4 2191159
5 1035915
6 1116804
7 1516557
8 2262191
9 3325015
10 4485403
11 5154249
12 5591103
13 5625921
14 5640498
15 5428957
16 5210687
17 5466632
18 5662155
19 5172312
20 4705472
21 4489566
22 4058145
23 3215140
