0 2849549
1 1671690
2 1045074
3 704014
4 686183
5 1127821
6 2981798
7 5223635
8 6193585
9 5845180
10 5346911
11 5412558
12 5629225
13 5597205
14 5853191
15 5651850
16 4934779
17 5955172
18 7114783
19 7244545
20 6953343
21 6999504
22 6480412
23 5058479
