0 2300090
1 1328070
2 816346
3 548384
4 586636
5 1096309
6 2945365
7 5100353
8 6052324
9 5719698
10 5206590
11 5191323
12 5411805
13 5403997
14 5773367
15 5619268
16 4938948
17 5918363
18 7066506
19 6961222
20 6673276
21 6683323
22 5993555
23 4446797
