0 3290902
1 1950699
2 1222754
3 814086
4 761186
5 1164866
6 3018828
7 5246918
8 6168599
9 5820882
10 5358685
11 5395297
12 5624139
13 5598771
14 5948213
15 5669488
16 4882740
17 5901878
18 7109305
19 7300946
20 7105329
21 7179321
22 6818424
23 5876336
