0 4349528
1 2824205
2 1834052
3 1226228
4 1020050
5 1233455
6 2880198
7 4890597
8 5859503
9 5620932
10 5232188
11 5343598
12 5540204
13 5518119
14 5940280
15 5619114
16 4935626
17 5981237
18 7136067
19 7411667
20 6703239
21 6584240
22 6820835
23 6625501
