JANUARY 48567876.0
FEBRUARY 54932068.0
MARCH 71865408.0
APRIL 45603564.0
MAY 69778512.0
JUNE 33800304.0
JULY 35969744.0
AUGUST 38534700.0
SEPTEMBER 89176384.0
OCTOBER 57658924.0
NOVEMBER 30054446.0
DECEMBER 30089676.0
