JANUARY 27247874.0
FEBRUARY 25658342.0
MARCH 29599622.0
APRIL 29623808.0
MAY 30138742.0
JUNE 28715194.0
JULY 25800500.0
AUGUST 25470393.78015
SEPTEMBER 26769936.09
OCTOBER 28887946.0
NOVEMBER 26832670.0
DECEMBER 26911597.1997
