0 2167196
1 1310114
2 860137
3 610697
4 685661
5 1128230
6 2759376
7 4513252
8 5370385
9 5161362
10 4734347
11 4763410
12 4997086
13 5041667
14 5422848
15 5451598
16 5023192
17 5846714
18 6722268
19 6417431
20 5933321
21 5703098
22 4969520
23 3587719
