JANUARY 37617816.0
FEBRUARY 35867052.0
MARCH 57383036.0
APRIL 41249876.0
MAY 43430804.0
JUNE 64531492.0
JULY 38545360.0
AUGUST 38295960.0
SEPTEMBER 39289468.0
OCTOBER 41122624.0
NOVEMBER 37909728.0
DECEMBER 37457304.0
