132 495876698.34570277
138 365088047.6316656
161 198229958.7045736
230 187472188.78017017
186 180024347.23954794
162 177362378.22761953
237 169757142.62847504
236 160079596.00674596
170 158788000.04210982
48 154828526.4524454
234 150190271.95435598
163 138756764.0776682
142 136889699.33474594
79 136776333.88548207
164 120237067.19992116
68 118839028.44765016
239 115311513.42145449
107 111548018.84181185
100 101403851.28866592
141 101058569.72821906
231 98823587.26786791
249 96393197.60037896
238 86888144.53734927
229 86868434.54564601
264 83846528.19204402
140 83637428.4279516
90 83563213.69615872
263 81049631.17205676
148 75497539.0475926
246 75331349.30763415
113 74944024.60764086
233 69945251.63018568
43 68834638.3100646
114 66378278.80239125
13 62368551.93492148
137 59243312.60755335
158 56314346.09016813
262 55944530.41686187
144 55615930.12261034
87 54907051.35534147
143 50350928.603045695
50 46737494.27841741
211 41861001.84964169
261 40843670.50260179
151 40432949.952462405
75 32432920.56835936
125 30691813.600685142
88 29918674.69366433
166 27311320.16364889
41 18052728.03914481
74 17414313.112260316
265 17087485.702976134
24 14662884.14177355
209 13734454.968586067
45 13689139.374700928
4 11466074.332839705
232 10938230.817326408
224 10925383.37551614
226 10668626.974050464
65 8592470.184566436
145 8370143.621368972
42 8052017.054237372
7 7681926.658763695
33 7134645.14345073
116 6514561.519905131
255 6147949.849356588
244 6029382.6624589395
181 5978138.801947942
25 5848712.380775341
10 5826232.973087523
146 5262789.700588878
97 5185408.9883145485
256 5031372.918519158
152 4917805.499711545
223 4301067.630978991
52 3577810.6563840164
93 3553419.5971645415
260 3489625.6210148553
12 3222514.0820553293
66 3206593.4771851446
40 3177370.5295721074
129 3164487.276483796
179 2962250.9796663793
80 2852498.6534042293
1 2754060.5365860574
112 2616876.7376718023
28 2446346.535154138
70 2367643.3283028114
193 2314039.1698280545
82 2255264.02964762
130 2223123.535751223
215 2169581.4311942896
216 2081025.9693675602
61 1938441.8988081028
49 1865735.2853528527
219 1627172.977184977
37 1609682.741151922
243 1492302.523702618
189 1431992.4840965427
17 1417787.2912874
168 1389435.629475342
95 1306859.214499846
76 1239066.3729076008
188 1209173.2052375523
89 1134405.5581436725
247 1094549.345478104
194 1057875.873439011
225 1025481.0975988123
106 935499.0862445849
228 901432.5460984149
196 886665.2456232976
157 874879.8306255182
39 868189.6755360841
197 859137.8901470379
134 852873.1061529969
36 851782.6270759448
56 822131.5604058901
14 760553.7749927534
127 751715.8474290587
35 722739.8806424073
195 695870.0032540996
83 656814.021639828
69 582751.6124885129
91 577541.0985779098
92 573929.7594579716
159 558037.4253317631
205 550160.0404443879
51 549956.9270503477
72 529858.1092017827
62 510468.51396530383
177 494718.57618713635
71 481091.5090072393
213 475037.0755327867
218 454225.59881835553
217 436927.2613868968
26 431436.1405606561
133 419633.00224844867
235 414868.7829989882
135 405486.4501031623
254 401987.7917044074
119 394914.40394972364
55 385501.2759418177
85 378304.00798148575
191 373733.65224540007
202 371403.4645330222
210 368893.18116865924
155 368550.00504244154
242 359398.5815385886
124 346887.26820248185
77 333287.6239567551
169 328659.8022802458
136 326744.6497714108
220 324624.5450343107
182 321726.95594649063
165 319835.972941807
257 319536.08855348773
117 312353.11009344936
198 311771.3203653844
174 306642.6365412646
63 303190.58167592814
190 300496.01903684565
167 297875.2559262202
54 292836.01998647006
258 288210.57595152786
22 285489.5179599218
78 273687.42375195277
203 266131.5899566778
139 265694.21701290517
86 265473.3092448603
123 263997.26411552966
259 257130.3764793104
47 256455.7956794353
121 253057.01756070319
208 250281.8410449195
222 250194.9812884388
18 246329.32882683232
173 244765.49480752574
227 229162.29911201022
248 229097.3725683076
131 226305.78697443093
180 225801.82058707692
81 224929.81132202494
250 223791.38644724304
207 219925.5086157198
32 219772.87324886065
160 219454.05385180583
185 218108.27604783786
29 216752.15386229585
21 215934.366400045
200 214021.12084041588
34 212363.55561326203
241 208378.88546680097
149 204364.6034568586
171 203620.86756869647
101 199080.13067018398
147 195564.90153067064
252 195418.5793336912
126 193857.99389858154
16 177737.13158359518
38 175042.02969544526
212 163601.81888576905
3 162738.1857513972
102 160127.24453753952
8 158017.42842848177
53 155051.69701668317
11 151750.65601474917
60 149237.1684141664
67 148955.44167993113
20 146688.46784918272
122 145589.53045102424
108 140287.52719701012
150 136932.03856635946
192 136811.0653115092
98 134259.18682036383
64 132517.86363557636
19 119532.99904340337
153 117692.2386887561
183 117452.86923601718
15 114772.9086730627
94 114474.88900738308
178 111318.40006155672
44 106353.23596006105
23 105942.17368910207
9 103905.25187644904
154 78602.17298139822
128 72028.20759869511
31 65076.456573036674
120 63740.331516698614
240 60663.734111762205
253 53767.331511737655
73 51259.385131901174
115 49941.733475591034
206 49521.29984373947
175 49366.46593854731
118 48076.114961648054
221 44861.347923617126
57 43808.35950797358
5 43347.75396411198
156 42908.83195399308
96 40801.045580888494
46 39835.51299321988
6 33529.49149396513
184 29439.078040427605
214 27732.469089774757
58 21429.344536139193
251 20835.367441561262
27 18434.933556517128
245 15682.908016297968
84 14403.021517562489
2 13963.942505264842
111 13452.502009766162
59 12716.909520037849
204 12487.87896456941
109 12270.728501644726
201 12145.16599269351
187 11441.864476978968
172 11238.276002265136
99 10070.903981709009
176 9110.389002190905
105 8951.355003715878
30 7411.310481425658
199 1636.632003641687
110 209.5885010123253
104 96.03850070238113
103 11.233000004291535
