JANUARY 14076000
FEBRUARY 13556912
MARCH 15099527
APRIL 14891953
MAY 14728290
JUNE 13920332
JULY 12605676
AUGUST 12575365
SEPTEMBER 12772357
OCTOBER 13848706
NOVEMBER 12846351
DECEMBER 13047290
